time,ecg
0.0,0.0
0.0027785495971103086,0.016371417499489914
0.005557099194220617,0.021788832650135342
0.008335648791330925,0.01312779518726596
0.011114198388441235,-0.0026735757834388052
0.013892747985551544,-0.013574261671011039
0.01667129758266185,-0.011037547576752946
0.01944984717977216,0.0038666384539184926
0.02222839677688247,0.021226179831060284
0.025006946373992776,0.029371590430075326
0.027785495971103087,0.023216995866311277
0.030564045568213394,0.007895174536257264
0.0333425951653237,-0.004911655357338073
0.03612114476243401,-0.005322562758504203
0.03889969435954432,0.007678924266881285
0.04167824395665463,0.02551793094169321
0.04445679355376494,0.03615720928004507
0.04723534315087525,0.03270100517373712
0.05001389274798555,0.018323806751338687
0.052792442345095864,0.0040009230043694475
0.055570991942206174,0.0006630668410060013
0.05834954153931648,0.01138281778888617
0.06112809113642679,0.029178052111919563
0.06390664073353709,0.04200244052148369
0.0666851903306474,0.04135582426185175
0.06946373992775771,0.028359804642293162
0.07224228952486803,0.012955737162999666
0.07502083912197834,0.006798401201580748
0.07779938871908865,0.014924924074499277
0.08057793831619894,0.03215398194032121
0.08335648791330925,0.04678911557622986
0.08613503751041957,0.04897904469524142
0.08891358710752988,0.03775905909530208
0.09169213670464019,0.021740326344036068
0.0944706863017505,0.012954401525025867
0.09724923589886081,0.01825286088175933
0.1000277854959711,0.03440956961091914
0.10280633509308142,0.05042646482592854
0.10558488469019173,0.05539468864384059
0.10836343428730204,0.04629196257530541
0.11114198388441235,0.030142668876597997
0.11392053348152266,0.01899662078493231
0.11669908307863296,0.021315678246429444
0.11947763267574327,0.03592502453226999
0.12225618227285358,0.052852708995923946
0.1250347318699639,0.06045735399914038
0.12781328146707419,0.0537491674848197
0.1305918310641845,0.03795643219891417
0.1333703806612948,0.024788158310240706
0.13614893025840513,0.02406434162983281
0.13892747985551543,0.036696488054899466
0.14170602945262575,0.05403589954449322
0.14448457904973605,0.06405556448285017
0.14726312864684635,0.05994686008051285
0.15004167824395667,0.04498617572572819
0.15282022784106697,0.030192812938343132
0.1555987774381773,0.026452286463209122
0.1583773270352876,0.036735261882617776
0.1611558766323979,0.05397400449360721
0.1639344262295082,0.06611424601485633
0.1667129758266185,0.0647314134946855
0.16949152542372883,0.05105237183848159
0.17227007502083913,0.03507836066333292
0.17504862461794946,0.02843604702612297
0.17782717421505975,0.036066735201578506
0.18060572381217005,0.05269425573787172
0.18338427340928037,0.06659627369812703
0.18616282300639067,0.06798329890562155
0.188941372603501,0.05599611261571205
0.1917199222006113,0.039319875875296575
0.19449847179772162,0.029975957205728144
0.19727702139483191,0.03472905829846433
0.2000555709919422,0.05025179259172207
0.20283412058905254,0.06550305813744864
0.20561267018616283,0.06962015262196408
0.20839121978327316,0.059683375852498825
0.21116976938038345,0.0428030105077456
0.21394831897749375,0.03103691501644967
0.21672686857460408,0.032771614423992915
0.21950541817171437,0.046727653693925945
0.2222839677688247,0.06287416478227612
0.225062517365935,0.06959891830666551
0.22784106696304532,0.062008733320911794
0.23061961656015562,0.04542714289950862
0.2333981661572659,0.03158919706043575
0.23617671575437624,0.03025334383792151
0.23895526535148653,0.0422261849432078
0.24173381494859686,0.05878598490579025
0.24451236454570716,0.06791700720541206
0.24729091414281748,0.06289839689815298
0.2500694637399278,0.04710830809028274
0.2528480133370381,0.0316093036293456
0.25562656293414837,0.02724097436417674
0.2584051125312587,0.03687194450881587
0.261183662128369,0.0533495010434124
0.26396221172547935,0.06461244444247981
0.2667407613225896,0.062312513842426503
0.26951931091969994,0.04778182369339895
